#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:08:15 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:08:15	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=VIII/81B/sumss212&-order=I&-out=RAJ2000&-out=e_RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=e_DEJ2000&-out=Sp&-out=e_Sp&-out=St&-out=e_St&-out=MajAxis&-out=MinAxis&-out=PA&-out=dMajAxis&-out=dMinAxis&-out=dPA&-out=Mosaic&-out=Nm&-out=Xpos&-out=Ypos&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_8081
#Name: VIII/81B
#Title: Sydney University Molonglo Sky Survey (SUMSS V2.1) (Mauch+ 2008)
#INFO	ivoid=ivo://cds.vizier/viii/81b	    IVOID of underlying data collection
#INFO	creator=Mauch T.	    First author or institution
#INFO	cites=bibcode:2003MNRAS.342.1117M	    Article or Data origin sources
#INFO	original_date=2003	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/VIII/81B	    Dataset landing page
#INFO	publication_date=2013-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	VIII_81B_sumss212:
#Name: VIII/81B/sumss212
#Title: The SUMSS Catalog, Version 2.1r (Feb-16-2012)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	RAJ2000	(A11)	Right Ascension J2000	[ucd=pos.eq.ra;meta.main]
#Column	e_RAJ2000	(F4.1)	The uncertainty in Right Ascension (1)	[ucd=stat.error;pos.eq.ra]
#Column	DEJ2000	(A12)	Declination J2000	[ucd=pos.eq.dec;meta.main]
#Column	e_DEJ2000	(F4.1)	The uncertainty Declination	[ucd=stat.error;pos.eq.dec]
#Column	Sp	(F7.1)	Peak brightness at 843MHz (in mJy.beam-1)	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_Sp	(F6.1)	Uncertainty on Sp	[ucd=stat.error;src.spType]
#Column	St	(F8.1)	Total flux density at 843MHz	[ucd=phot.flux.density;em.radio.750-1500MHz]
#Column	e_St	(F6.1)	Uncertainty on St	[ucd=stat.error]
#Column	MajAxis	(F6.1)	Fitted major axis	[ucd=phys.angSize;meta.modelled]
#Column	MinAxis	(F5.1)	Fitted minor axis	[ucd=phys.angSize;meta.modelled]
#Column	PA	(F5.1)	Fitted major axis position angle (N to E)	[ucd=pos.posAng;meta.modelled]
#Column	dMajAxis	(F6.1)	Fitted major axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dMinAxis	(F5.1)	Fitted minor axis after deconvolution (2)	[ucd=phys.angSize;meta.modelled]
#Column	dPA	(F5.1)	? Fitted major axis position angle	[ucd=pos.posAng;meta.modelled]
#Column	Mosaic	(A8)	Mosaic in which the source appears ({\fg{blue3}the link gives an access to the {\bf FITS} image}) (3)	[ucd=obs.image]
#Column	Nm	(I1)	Number of mosaics with the source (4)	[ucd=meta.number]
#Column	Xpos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.x;instr.det]
#Column	Ypos	(F6.1)	Position of the source on quoted mosaic (4)	[ucd=pos.cartesian.y;instr.det]
_Glon	_Glat	_RAJ2000	_DEJ2000	RAJ2000	e_RAJ2000	DEJ2000	e_DEJ2000	Sp	e_Sp	St	e_St	MajAxis	MinAxis	PA	dMajAxis	dMinAxis	dPA	Mosaic	Nm	Xpos	Ypos
281.1397909	+29.1841956	170.8945417	-29.9428611	11 23 34.69	 2.0	-29 56 34.30	 2.3	   44.6	   2.0	    52.1	   2.3	  84.9	 67.8	152.4	   0.0	  0.0	     	J1124M32	1	 734.9	 730.7
281.4152128	+29.2587295	171.1838750	-29.9650000	11 24 44.13	 4.2	-29 57 54.00	 5.8	   10.8	   1.3	    13.7	   1.7	  94.8	 59.9	160.7	   0.0	  0.0	     	J1124M32	1	 652.9	 726.8
281.9474180	+29.4857033	171.7781667	-29.9270000	11 27 06.76	 7.2	-29 55 37.20	 7.6	   12.2	   2.2	    13.5	   2.4	  84.9	 65.6	 39.2	   0.0	  0.0	     	J1124M32	1	 484.3	 733.0
282.1671627	+29.5107476	171.9941667	-29.9736944	11 27 58.60	 2.5	-29 58 25.30	 2.8	   51.2	   2.6	   100.4	   7.7	 116.3	 75.7	 39.3	  96.2	  0.0	 57.7	J1124M32	1	 423.2	 724.7
282.2068565	+29.5726666	172.0572917	-29.9285833	11 28 13.75	 5.8	-29 55 42.90	 5.7	   19.2	   2.4	    28.4	   3.5	  84.9	 75.8	 54.7	   0.0	  0.0	     	J1124M32	1	 405.1	 732.4
282.2769053	+29.5583868	172.1168333	-29.9640000	11 28 28.04	 6.0	-29 57 50.40	 7.5	   13.1	   2.2	    13.1	   2.2	  84.9	 62.0	 20.6	   0.0	  0.0	     	J1124M32	1	 388.4	 726.2
282.4285369	+29.6605045	172.3012500	-29.9163611	11 29 12.30	 3.2	-29 54 58.90	 3.9	   30.6	   2.6	    31.5	   2.7	  84.9	 63.1	 21.7	   0.0	  0.0	     	J1124M32	1	 335.9	 734.1
282.4992335	+29.6291165	172.3544167	-29.9677222	11 29 25.06	 2.8	-29 58 03.80	 3.5	   34.0	   2.6	    34.0	   2.6	  84.9	 59.8	160.3	   0.0	  0.0	     	J1124M32	1	 321.0	 725.1
282.6863180	+29.6966733	172.5575417	-29.9626667	11 30 13.81	 4.3	-29 57 45.60	 6.4	   14.9	   2.3	    14.9	   2.3	  84.9	 52.8	 11.6	   0.0	  0.0	     	J1124M32	1	 263.4	 725.6
282.8684598	+29.7849099	172.7642917	-29.9361111	11 31 03.43	 4.2	-29 56 10.00	 7.3	   10.5	   2.0	    10.5	   2.0	  84.9	 46.3	174.5	   0.0	  0.0	     	J1124M32	1	 204.7	 729.7
282.9608771	+29.8467930	172.8760000	-29.9063611	11 31 30.24	 4.8	-29 54 22.90	 5.0	   20.3	   2.2	    26.1	   2.8	  84.9	 71.2	 38.6	   0.0	  0.0	     	J1124M32	1	 172.9	 734.6
283.2070039	+29.8687978	173.1157083	-29.9601667	11 32 27.77	 1.8	-29 57 36.60	 2.6	   35.4	   2.0	    40.0	   2.3	  95.2	 46.1	174.8	   0.0	  0.0	     	J1124M32	2	 105.3	 724.6
283.4427433	+29.9956418	173.3874583	-29.9115000	11 33 32.99	 4.2	-29 54 41.40	 2.9	   13.8	   1.5	    13.8	   1.5	  84.9	 46.4	105.6	   0.0	  0.0	     	J1124M32	2	  27.9	 732.2
284.2410963	+30.2198623	174.2249167	-29.9322500	11 36 53.98	 1.5	-29 55 56.10	 1.8	  144.1	   4.7	   144.1	   4.7	  84.9	 45.7	177.3	   0.0	  0.0	     	J1142M32	1	1066.6	 731.4
284.4225848	+30.2657544	174.4132083	-29.9402500	11 37 39.17	 4.7	-29 56 24.90	 5.0	   18.4	   2.0	    21.3	   2.3	  84.9	 71.4	144.4	   0.0	  0.0	     	J1142M32	1	1013.2	 730.3
285.5141690	+30.5318242	175.5412917	-29.9861944	11 42 09.91	 7.4	-29 59 10.30	 7.4	   15.1	   2.3	    22.5	   3.4	  84.9	 79.4	 48.8	   0.0	  0.0	     	J1142M32	1	 693.3	 723.2
286.2039421	+30.7647347	176.2754583	-29.9431111	11 45 06.11	 1.6	-29 56 35.20	 2.0	   92.6	   3.7	    99.0	   4.0	  87.5	 50.2	170.0	   0.0	  0.0	     	J1142M32	1	 485.1	 730.2
286.2301265	+30.7282551	176.2878333	-29.9846111	11 45 09.08	 9.8	-29 59 04.60	10.1	   12.2	   2.7	    16.9	   3.8	  86.6	 71.6	 39.9	   0.0	  0.0	     	J1142M32	1	 481.7	 723.0
287.3412753	+31.0977534	177.4639583	-29.9028056	11 49 51.35	 3.2	-29 54 10.10	 6.1	   11.3	   1.7	    12.8	   1.9	  95.3	 45.5	  1.7	   0.0	  0.0	     	J1142M32	1	 147.9	 734.9
288.9409734	+31.4187819	179.0837500	-29.9515278	11 56 20.10	 1.6	-29 57 05.50	 1.7	  121.8	   4.1	   121.9	   4.1	  85.0	 45.0	 90.1	   0.0	  0.0	     	J1200M32	1	 964.8	 728.6
289.2376384	+31.4568286	179.3777500	-29.9768611	11 57 30.66	 5.6	-29 58 36.70	 3.9	   13.9	   2.0	    14.8	   2.1	  84.9	 49.3	 72.9	   0.0	  0.0	     	J1200M32	1	 881.4	 724.5
289.2563086	+31.5246179	179.4145833	-29.9149722	11 57 39.50	 3.5	-29 54 53.90	 7.2	   14.6	   2.1	    22.4	   3.2	 113.9	 51.5	179.1	   0.0	  0.0	     	J1200M32	1	 871.1	 735.3
289.4146149	+31.5430400	179.5707917	-29.9296667	11 58 16.99	11.1	-29 55 46.80	10.9	   11.0	   2.5	    18.3	   4.1	  86.7	 80.8	 53.5	   0.0	  0.0	     	J1200M32	1	 826.7	 732.8
290.0118758	+31.6405862	180.1679167	-29.9543333	12 00 40.30	 1.6	-29 57 15.60	 1.9	  113.9	   4.2	   141.0	   7.7	  95.7	 50.9	  5.4	  46.3	  0.0	 22.1	J1200M32	1	 657.4	 728.7
291.8642306	+31.9536082	182.0205000	-29.9846667	12 08 04.92	 4.6	-29 59 04.80	 7.3	   10.5	   1.9	    10.5	   1.9	  84.9	 49.5	170.0	   0.0	  0.0	     	J1200M32	1	 132.4	 720.6
292.0393080	+32.0361442	182.2072083	-29.9327778	12 08 49.73	 1.7	-29 55 58.00	 2.3	   34.4	   1.7	    38.7	   1.9	  95.6	 45.2	179.7	   0.0	  0.0	     	J1218M32	2	1355.1	 728.8
292.5725738	+32.0830393	182.7296250	-29.9723333	12 10 55.11	 2.3	-29 58 20.40	 3.7	   18.8	   1.6	    21.7	   1.8	  95.2	 48.8	172.7	   0.0	  0.0	     	J1218M32	1	1206.8	 723.4
293.1543692	+32.2073580	183.3147083	-29.9385000	12 13 15.53	 1.6	-29 56 18.60	 1.9	   85.5	   3.1	    96.0	   3.5	  93.9	 47.5	174.1	   0.0	  0.0	     	J1218M32	1	1041.1	 730.5
293.4760806	+32.2659966	183.6356667	-29.9274167	12 14 32.56	 1.8	-29 55 38.70	 2.0	  142.2	   5.0	   278.8	  13.1	 103.7	 83.5	136.8	  85.8	 33.7	108.6	J1218M32	1	 950.1	 732.8
294.1097088	+32.2900863	184.2502500	-29.9910556	12 17 00.06	 2.1	-29 59 27.80	 3.1	   24.3	   1.9	    24.4	   1.9	  85.1	 45.6	  3.2	   0.0	  0.0	     	J1218M32	1	 775.8	 722.3
294.4104517	+32.3834327	184.5567083	-29.9381944	12 18 13.61	 2.0	-29 56 17.50	 2.7	   37.0	   2.3	    38.8	   2.4	  85.1	 51.6	168.7	   0.0	  0.0	     	J1218M32	1	 688.9	 731.5
294.4393165	+32.3460086	184.5779583	-29.9788889	12 18 18.71	 1.5	-29 58 44.00	 1.7	  350.9	  10.7	   365.6	  11.1	  85.9	 49.5	171.0	   0.0	  0.0	     	J1218M32	1	 682.9	 724.4
295.0102459	+32.4675032	185.1488333	-29.9293889	12 20 35.72	 1.5	-29 55 45.80	 1.7	  352.7	  10.7	   356.7	  10.8	  85.2	 46.4	174.9	   0.0	  0.0	     	J1218M32	1	 521.0	 732.7
296.7030717	+32.6779657	186.8121667	-29.9010556	12 27 14.92	 2.7	-29 54 03.80	 4.2	   22.4	   2.0	    27.5	   2.5	  97.5	 54.3	167.2	   0.0	  0.0	     	J1236M32	2	1325.6	 734.6
297.0538961	+32.6259582	187.1445417	-29.9847500	12 28 34.69	 3.0	-29 59 05.10	 5.1	   19.4	   2.6	    19.4	   2.6	  85.0	 45.0	  0.4	   0.0	  0.0	     	J1236M32	1	1230.9	 721.0
297.3624029	+32.7025251	187.4517917	-29.9351944	12 29 48.43	 1.9	-29 56 06.70	 2.4	   63.9	   3.1	    73.9	   3.6	  90.3	 56.1	 16.3	   0.0	  0.0	     	J1236M32	1	1144.0	 730.4
297.5491620	+32.7089865	187.6330000	-29.9441667	12 30 31.92	 5.1	-29 56 39.00	 7.3	   13.0	   2.2	    14.5	   2.5	  87.3	 55.9	165.3	   0.0	  0.0	     	J1236M32	1	1092.6	 729.2
297.5731387	+32.6679032	187.6516250	-29.9870000	12 30 36.39	 5.3	-29 59 13.20	 5.9	   16.2	   2.2	    16.2	   2.2	  84.9	 63.7	147.2	   0.0	  0.0	     	J1236M32	1	1087.2	 721.8
298.3427275	+32.8004189	188.4094167	-29.9126667	12 33 38.26	 4.2	-29 54 45.60	 4.6	   18.8	   2.0	    19.0	   2.0	  84.9	 64.6	 33.5	   0.0	  0.0	     	J1236M32	1	 872.5	 735.7
298.4136024	+32.7780634	188.4758333	-29.9398056	12 33 54.20	 3.0	-29 56 23.30	 4.8	   13.8	   1.7	    13.8	   1.7	  84.9	 47.3	  6.5	   0.0	  0.0	     	J1236M32	1	 853.7	 731.0
298.8829308	+32.8351842	188.9347083	-29.9131111	12 35 44.33	 4.7	-29 54 47.20	 2.9	   12.8	   1.6	    12.8	   1.6	  85.0	 45.0	 89.4	   0.0	  0.0	     	J1236M32	1	 723.5	 735.8
299.3226691	+32.8331292	189.3598750	-29.9405000	12 37 26.37	 2.5	-29 56 25.80	 4.5	   14.2	   1.4	    17.3	   1.7	 102.6	 47.1	173.9	   0.0	  0.0	     	J1236M32	1	 602.9	 731.0
301.4171453	+32.9214589	191.3922500	-29.9330278	12 45 34.14	 2.2	-29 55 58.90	 4.1	   22.5	   2.0	    29.1	   2.5	 108.8	 46.5	173.9	   0.0	  0.0	     	J1236M32	2	  26.7	 728.4
301.4281652	+32.8570746	191.4009167	-29.9976389	12 45 36.22	 4.4	-29 59 51.50	 3.5	   16.9	   2.0	    16.9	   2.0	  84.9	 48.9	 61.5	   0.0	  0.0	     	J1236M32	2	  24.7	 717.2
302.4110521	+32.9207908	192.3548750	-29.9489167	12 49 25.17	 1.6	-29 56 56.10	 1.9	   92.6	   3.4	   107.3	   5.9	  98.4	 45.2	  2.3	  49.9	  0.0	  7.1	J1254M32	1	1029.7	 728.7
302.9781254	+32.9609827	192.9042083	-29.9107500	12 51 37.01	 1.5	-29 54 38.70	 1.7	  162.7	   5.1	   166.8	   5.3	  86.8	 45.6	  3.3	   0.0	  0.0	     	J1254M32	1	 874.0	 736.0
303.2649879	+32.9013026	193.1822917	-29.9696111	12 52 43.75	 5.0	-29 58 10.60	 3.7	   12.2	   1.6	    12.2	   1.6	  84.9	 47.8	 66.6	   0.0	  0.0	     	J1254M32	1	 795.1	 726.0
303.9187398	+32.9078365	193.8157083	-29.9565833	12 55 15.77	 8.2	-29 57 23.70	12.2	   10.6	   2.1	    21.6	   4.2	 141.1	 66.4	153.8	   0.0	  0.0	     	J1254M32	1	 615.5	 728.2
304.8257979	+32.9018948	194.6945000	-29.9428611	12 58 46.68	 2.0	-29 56 34.30	 2.9	   40.2	   2.6	    44.9	   2.9	  92.6	 48.8	171.3	   0.0	  0.0	     	J1254M32	1	 366.3	 729.7
305.2137855	+32.8617560	195.0720417	-29.9707778	13 00 17.29	 4.0	-29 58 14.80	 3.9	   25.9	   2.6	    29.5	   2.9	  84.9	 60.3	 50.7	   0.0	  0.0	     	J1254M32	1	 259.4	 724.1
307.2030816	+32.7748814	197.0043333	-29.9593333	13 08 01.04	 2.1	-29 57 33.60	 2.9	   22.0	   1.4	    22.1	   1.4	  84.9	 52.7	 12.8	   0.0	  0.0	     	J1312M32	1	 987.3	 727.1
307.2496513	+32.7942330	197.0476667	-29.9370278	13 08 11.44	 1.8	-29 56 13.30	 2.7	   26.4	   1.5	    33.4	   1.9	 104.3	 49.6	171.4	   0.0	  0.0	     	J1312M32	1	 975.1	 731.1
307.3704731	+32.7320737	197.1702083	-29.9910278	13 08 40.85	 2.0	-29 59 27.70	 3.2	   18.7	   1.4	    21.7	   1.6	  99.0	 45.0	  1.1	   0.0	  0.0	     	J1312M32	1	 940.2	 721.9
307.7957455	+32.7002593	197.5849583	-29.9929167	13 10 20.39	 2.4	-29 59 34.50	 3.4	   21.8	   1.7	    21.8	   1.7	  84.9	 52.5	 12.3	   0.0	  0.0	     	J1312M32	1	 822.6	 721.9
308.0623500	+32.7015743	197.8427917	-29.9715278	13 11 22.27	 8.5	-29 58 17.50	 8.4	   11.9	   2.1	    17.4	   3.1	  84.9	 77.6	129.2	   0.0	  0.0	     	J1312M32	1	 749.6	 725.7
308.0892938	+32.7314747	197.8656667	-29.9396667	13 11 27.76	 1.6	-29 56 22.80	 1.9	   78.2	   3.0	    78.2	   3.0	  85.0	 45.0	  0.1	   0.0	  0.0	     	J1312M32	1	 743.1	 731.2
308.1155168	+32.7471673	197.8893333	-29.9220000	13 11 33.44	 1.7	-29 55 19.20	 1.8	   92.3	   3.4	    96.5	   3.5	  84.9	 47.3	 83.8	   0.0	  0.0	     	J1312M32	1	 736.4	 734.3
308.2196520	+32.7248606	197.9923750	-29.9360000	13 11 58.17	 5.9	-29 56 09.60	 7.7	   12.5	   2.2	    12.5	   2.2	  84.9	 60.0	 19.2	   0.0	  0.0	     	J1312M32	1	 707.2	 731.9
308.2469271	+32.7353419	198.0175833	-29.9233889	13 12 04.22	 6.0	-29 55 24.20	 5.1	   18.0	   2.3	    26.1	   3.4	  84.9	 67.8	 71.5	   0.0	  0.0	     	J1312M32	1	 700.0	 734.1
308.2875074	+32.6803292	198.0628750	-29.9748889	13 12 15.09	 5.0	-29 58 29.60	 5.0	   16.1	   2.2	    16.3	   2.2	  84.9	 56.4	 45.7	   0.0	  0.0	     	J1312M32	1	 687.2	 725.1
308.9951787	+32.6238841	198.7537500	-29.9701389	13 15 00.90	10.1	-29 58 12.50	 6.6	   12.0	   3.0	    13.6	   3.4	  84.9	 52.0	101.9	   0.0	  0.0	     	J1312M32	1	 491.3	 725.6
309.2284760	+32.6359546	198.9775833	-29.9364167	13 15 54.62	14.0	-29 56 11.10	13.5	   11.5	   3.4	    16.4	   4.9	  84.9	 74.5	 52.9	   0.0	  0.0	     	J1312M32	1	 427.8	 731.1
309.3172658	+32.6224689	199.0650833	-29.9413333	13 16 15.62	14.9	-29 56 28.80	15.1	   10.4	   3.2	    17.7	   5.4	  96.0	 77.7	 43.7	   0.0	  0.0	     	J1312M32	1	 403.0	 730.2
309.5243892	+32.5659676	199.2727083	-29.9771944	13 17 05.45	 4.7	-29 58 37.90	 7.0	   13.1	   2.2	    13.1	   2.2	  84.9	 52.9	166.9	   0.0	  0.0	     	J1312M32	1	 344.2	 723.6
309.5581055	+32.6301710	199.2965000	-29.9100833	13 17 11.16	 6.4	-29 54 36.30	 5.9	   17.4	   2.5	    23.3	   3.3	  84.9	 68.2	122.7	   0.0	  0.0	     	J1312M32	1	 337.2	 735.2
311.0646599	+32.4600568	200.7747083	-29.9112222	13 23 05.93	 2.2	-29 54 40.40	 2.0	   32.0	   1.7	    32.0	   1.7	  84.9	 47.4	112.6	   0.0	  0.0	     	J1330M32	1	1194.4	 734.1
311.3074149	+32.3911212	201.0202917	-29.9491944	13 24 04.87	 3.4	-29 56 57.10	 3.8	   19.7	   1.8	    19.7	   1.8	  84.9	 61.0	 38.1	   0.0	  0.0	     	J1330M32	1	1124.6	 728.1
312.3754438	+32.2364121	202.0772083	-29.9583333	13 28 18.53	 1.5	-29 57 30.00	 1.7	  269.1	   8.4	   277.1	   8.6	  84.9	 51.4	120.8	   0.0	  0.0	     	J1330M32	1	 824.9	 727.9
313.1948201	+32.1399732	202.8845833	-29.9313889	13 31 32.30	 4.5	-29 55 53.00	 6.6	   16.1	   2.5	    17.7	   2.7	  87.1	 54.6	 13.9	   0.0	  0.0	     	J1330M32	1	 595.9	 732.6
313.6134522	+32.0845668	203.2984583	-29.9196389	13 33 11.63	 1.6	-29 55 10.70	 1.8	  121.6	   4.2	   121.6	   4.2	  84.9	 53.7	 12.9	   0.0	  0.0	     	J1330M32	1	 478.5	 734.3
313.6450649	+32.0660377	203.3328750	-29.9327222	13 33 19.89	 1.7	-29 55 57.80	 1.8	   83.5	   3.2	    83.5	   3.2	  84.9	 46.0	103.7	   0.0	  0.0	     	J1330M32	1	 468.8	 732.0
313.9043289	+31.9583286	203.6058750	-29.9959167	13 34 25.41	 1.7	-29 59 45.30	 2.3	   46.8	   2.4	    46.8	   2.4	  84.9	 45.4	176.8	   0.0	  0.0	     	J1330M32	1	 391.6	 720.6
314.8278428	+31.8285356	204.5226250	-29.9632778	13 38 05.43	 1.7	-29 57 47.80	 2.4	   41.7	   2.2	    44.0	   2.3	  89.5	 45.1	178.3	   0.0	  0.0	     	J1330M32	1	 131.6	 724.3
315.0498396	+31.7606381	204.7521667	-29.9892778	13 39 00.52	 3.6	-29 59 21.40	 5.7	   11.5	   1.6	    11.5	   1.6	  84.9	 49.2	  9.7	   0.0	  0.0	     	J1348M32	2	1342.0	 719.1
315.7178810	+31.6450965	205.4215833	-29.9760278	13 41 41.18	 2.0	-29 58 33.70	 2.1	   55.1	   2.7	    55.1	   2.7	  84.9	 52.8	 52.8	   0.0	  0.0	     	J1348M32	1	1152.4	 723.2
317.0559434	+31.3626024	206.7783750	-29.9775833	13 47 06.81	 3.2	-29 58 39.30	 4.9	   25.7	   3.1	    25.7	   3.1	  84.9	 50.2	  9.9	   0.0	  0.0	     	J1348M32	1	 767.8	 724.6
319.2276233	+30.8505036	209.0047500	-29.9694722	13 56 01.14	 5.1	-29 58 10.10	 6.7	   12.0	   1.9	    12.0	   1.9	  84.9	 58.6	161.2	   0.0	  0.0	     	J1348M32	1	 136.7	 723.3
319.3591228	+30.8029535	209.1454167	-29.9823056	13 56 34.90	 2.1	-29 58 56.30	 1.9	   45.2	   2.2	    45.2	   2.2	  84.9	 46.6	106.4	   0.0	  0.0	     	J1348M32	2	  97.0	 720.7
319.5430179	+30.7929608	209.3231667	-29.9457222	13 57 17.56	 3.1	-29 56 44.60	 4.8	   16.6	   2.0	    16.6	   2.0	  84.9	 48.9	170.6	   0.0	  0.0	     	J1348M32	2	  46.4	 726.4
319.7474500	+30.7587820	209.5284583	-29.9265000	13 58 06.83	 4.2	-29 55 35.40	 2.9	   18.4	   2.0	    18.4	   2.0	  84.9	 46.2	 75.6	   0.0	  0.0	     	J1406M32	1	1264.1	 730.8
319.9185306	+30.7352633	209.6984583	-29.9050556	13 58 47.63	 4.6	-29 54 18.20	 7.6	   11.0	   2.1	    11.0	   2.1	  84.9	 48.1	  8.1	   0.0	  0.0	     	J1406M32	1	1216.0	 735.0
319.9466701	+30.7283794	209.7274583	-29.9043611	13 58 54.59	11.1	-29 54 15.70	11.3	   12.5	   2.2	    34.9	   6.2	 159.9	 77.4	 44.4	   0.0	  0.0	     	J1406M32	1	1207.8	 735.2
319.9613014	+30.6987270	209.7515833	-29.9288611	13 59 00.38	 4.9	-29 55 43.90	15.7	   11.9	   1.9	    41.0	   6.7	 221.0	 62.2	173.9	   0.0	  0.0	     	J1406M32	1	1200.8	 731.0
322.4508970	+29.9582164	212.3742917	-29.9378056	14 09 29.83	 6.2	-29 56 16.10	 4.2	   11.6	   2.0	    11.6	   2.0	  84.9	 46.5	 72.1	   0.0	  0.0	     	J1406M32	1	 457.1	 731.0
322.6554106	+29.8275850	212.6184167	-29.9992500	14 10 28.42	 6.1	-29 59 57.30	 6.9	   13.6	   2.2	    13.6	   2.2	  84.9	 65.1	 31.1	   0.0	  0.0	     	J1406M32	1	 388.0	 720.0
322.9297617	+29.7721297	212.8983333	-29.9681111	14 11 35.60	 2.3	-29 58 05.20	 3.5	   26.0	   2.2	    26.0	   2.2	  84.9	 48.2	  6.8	   0.0	  0.0	     	J1406M32	1	 308.6	 725.0
323.6289715	+29.5507404	213.6446667	-29.9578611	14 14 34.72	 1.9	-29 57 28.30	 2.9	   47.4	   3.2	    51.6	   3.5	  92.4	 45.2	179.8	   0.0	  0.0	     	J1424M32	2	1372.7	 724.2
324.4393395	+29.2865513	214.5143333	-29.9422778	14 18 03.44	 3.2	-29 56 32.20	 2.3	   32.1	   2.6	    32.1	   2.6	  85.0	 45.0	 91.4	   0.0	  0.0	     	J1424M32	1	1126.3	 729.3
324.4845442	+29.2360709	214.5784583	-29.9741667	14 18 18.83	 1.5	-29 58 27.00	 1.7	  616.1	  18.6	   616.3	  18.6	  85.0	 45.0	  0.7	   0.0	  0.0	     	J1424M32	1	1108.0	 723.9
324.9295072	+29.1433483	215.0337083	-29.9118889	14 20 08.09	 1.7	-29 54 42.80	 1.8	  103.8	   3.7	   103.8	   3.7	  84.9	 54.1	 49.7	   0.0	  0.0	     	J1424M32	1	 979.1	 735.4
325.4272720	+28.8748452	215.6170833	-29.9899722	14 22 28.10	 6.1	-29 59 23.90	 3.7	   10.5	   1.7	    10.7	   1.7	  84.9	 45.8	 96.4	   0.0	  0.0	     	J1424M32	1	 813.5	 722.4
325.9051967	+28.6900840	216.1456667	-29.9931944	14 24 34.96	 3.9	-29 59 35.50	 4.1	   30.8	   3.0	    32.9	   3.2	  84.9	 62.1	 41.7	   0.0	  0.0	     	J1424M32	1	 663.7	 722.0
326.1157973	+28.6779655	216.3465000	-29.9298889	14 25 23.16	 3.6	-29 55 47.60	 5.2	   29.8	   3.6	    32.9	   4.0	  87.6	 54.2	166.1	   0.0	  0.0	     	J1424M32	1	 606.7	 732.9
326.1113481	+28.6487738	216.3560000	-29.9581667	14 25 25.44	 2.1	-29 57 29.40	 3.3	   42.1	   3.5	    42.1	   3.5	  85.0	 45.0	179.8	   0.0	  0.0	     	J1424M32	1	 604.1	 727.9
326.1062255	+28.6061154	216.3711667	-29.9990000	14 25 29.08	 1.5	-29 59 56.40	 1.7	 3450.0	 103.6	  3451.0	 103.6	  85.0	 45.0	179.8	   0.0	  0.0	     	J1424M32	1	 599.8	 720.9
326.9423960	+28.3363497	217.2726667	-29.9426667	14 29 05.44	12.9	-29 56 33.60	12.8	   11.0	   2.9	    17.4	   4.6	  84.9	 80.0	128.7	   0.0	  0.0	     	J1424M32	1	 344.1	 729.6
326.9620171	+28.3122235	217.3024167	-29.9573611	14 29 12.58	11.4	-29 57 26.50	10.9	   12.1	   2.9	    18.4	   4.4	  84.9	 76.7	121.1	   0.0	  0.0	     	J1424M32	1	 335.7	 727.0
327.0147511	+28.3005739	217.3567083	-29.9485000	14 29 25.61	 9.4	-29 56 54.60	17.9	   10.4	   2.3	    28.1	   6.2	 195.9	 62.9	157.2	   0.0	  0.0	     	J1424M32	1	 320.3	 728.4
