#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2025-04-10T06:17:11 [V7.4.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-10T06:17:11	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=unlimited&-out.all=2&-out.add=_Glon,_Glat&-out.add=_RAJ,_DEJ&-sort=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=J/MNRAS/402/2403/at20gcat&-order=I&-out=AT20G&-out=RAJ2000&-out=DEJ2000&DEJ2000=&gt;-30 & &lt;0&-out=S20&-out=e_S20&-out=S8&-out=e_S8&-out=S5&-out=e_S5&-out=Ep&-out.all=2&-out=Q&-out=Flags&-out=l_P20&-out=P20&-out=e_P20&-out=l_m20&-out=m20&-out=PA20&-out=l_P8&-out=P8&-out=e_P8&-out=l_m8&-out=m8&-out=PA8&-out=l_P5&-out=P5&-out=e_P5&-out=l_m5&-out=m5&-out=PA5&-out=Sp&Sp=Sp&-out.all=2&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.4.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable

#RESOURCE=yCat_74022403
#Name: J/MNRAS/402/2403
#Title: Australia Telescope 20GHz Survey Catalog, AT20G (Murphy+, 2010)
#INFO	ivoid=ivo://cds.vizier/j/mnras/402/2403	    IVOID of underlying data collection
#INFO	creator=Murphy T.	    First author or institution
#INFO	cites=bibcode:2010MNRAS.402.2403M	    Article or Data origin sources
#INFO	original_date=2010	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/MNRAS/402/2403	    Dataset landing page
#INFO	citation=doi:10.26093/cds/vizier.74022403	    Dataset identifier that can be used for citation
#INFO	publication_date=2024-07-10	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	G:	galactic
#Table	J_MNRAS_402_2403_at20gcat:
#Name: J/MNRAS/402/2403/at20gcat
#Title: The AT20G catalogue, version 1.0 (2009-10-15)
#Column	_Glon	(F11.7)	Galactic longitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lon]
#Column	_Glat	(F11.7)	Galactic latitude (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.galactic.lat]
#Column	_RAJ2000	(F11.7)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F11.7)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	AT20G	(A14)	IAU designation (JHHMMSS+DDMMSS)	[ucd=meta.id;meta.main]
#Column	RAJ2000	(A11)	Right Ascension J2000 (1)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(A11)	Declination J2000 (2)	[ucd=pos.eq.dec;meta.main]
#Column	S20	(I5)	? Peak brightness at 20GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_S20	(I3)	? Uncertainty on S20	[ucd=stat.error]
#Column	S8	(I4)	? Peak brightness at 8GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_S8	(I3)	? Uncertainty on S8	[ucd=stat.error]
#Column	S5	(I5)	? Peak brightness at 5GHz (in mJy/beam) (3)	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_S5	(I3)	? Uncertainty on S5	[ucd=stat.error]
#Column	Ep	(A3)	[1-8.] Epochs of observation at 20, 8, 5GHz (4)	[ucd=meta.id]
#Column	Q	(A1)	[gp] Quality flag (g=good or p=poor)	[ucd=meta.code.qual]
#Column	Flags	(A3)	Other flags (5)	[ucd=meta.code.error]
#Column	l_P20	(A1)	Limit flag on P20	[ucd=meta.code.error]
#Column	P20	(I4)	? Polarized flux density (or limit) at 20GHz	[ucd=phot.flux.density;em.radio.12-30GHz]
#Column	e_P20	(I2)	? Uncertainty on P20	[ucd=stat.error]
#Column	l_m20	(A1)	Limit flag on m20	[ucd=meta.code.error]
#Column	m20	(F4.1)	? Fractional polarisation at 20GHz	[ucd=phys.polarization]
#Column	PA20	(I3)	[-90/90]? Position angle at 20GHz	[ucd=pos.posAng]
#Column	l_P8	(A1)	Limit flag on P8	[ucd=meta.code.error]
#Column	P8	(I3)	? Polarized flux density (or limit) at 8GHz	[ucd=phot.flux.density;em.radio.6-12GHz]
#Column	e_P8	(I2)	? Uncertainty on P8	[ucd=stat.error]
#Column	l_m8	(A1)	Limit flag on m8	[ucd=meta.code.error]
#Column	m8	(F5.1)	? Fractional polarisation at 8GHz	[ucd=phys.polarization]
#Column	PA8	(I3)	[-90/90]? Position angle at 8GHz	[ucd=pos.posAng]
#Column	l_P5	(A1)	Limit flag on P5	[ucd=meta.code.error]
#Column	P5	(I4)	? Polarized flux density (or limit) at 5GHz	[ucd=phot.flux.density;em.radio.3-6GHz]
#Column	e_P5	(I1)	? Uncertainty on P5	[ucd=stat.error]
#Column	l_m5	(A1)	Limit flag on m5	[ucd=meta.code.error]
#Column	m5	(F5.1)	? Fractional polarisation at 5GHz	[ucd=phys.polarization]
#Column	PA5	(I3)	[-90/90]? Position angle at 5GHz	[ucd=pos.posAng]
#Column	Sp	(A2)	SPECFIND of radio surveys with this source (Vollmer et al., Cat. VIII/85)	[ucd=meta.ref.url]
_Glon	_Glat	_RAJ2000	_DEJ2000	AT20G	RAJ2000	DEJ2000	S20	e_S20	S8	e_S8	S5	e_S5	Ep	Q	Flags	l_P20	P20	e_P20	l_m20	m20	PA20	l_P8	P8	e_P8	l_m8	m8	PA8	l_P5	P5	e_P5	l_m5	m5	PA5	Sp
069.8200222	-82.4744380	006.3510000	-22.4632222	J002524-222747	00 25 24.24	-22 27 47.6	  313	 20	 430	 23	  395	 20	444	g	   	<	   6	  	<	 1.9	   	<	 10	  	<	  2.2	   	<	   7	 	<	  1.8	   	Sp
042.2749962	-84.1701393	006.4549167	-26.0368611	J002549-260212	00 25 49.18	-26 02 12.7	  984	 62	    	   	     	   	4..	g	   	<	  10	  	<	 1.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
082.2865680	-80.8945159	006.5582917	-20.0824722	J002613-200456	00 26 13.99	-20 04 56.9	   87	  7	    	   	     	   	6..	g	e  	<	   6	  	<	 9.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
104.0377337	-70.6629929	006.6320000	 -8.7105556	J002631-084238	00 26 31.68	-08 42 38.0	   41	  2	    	   	     	   	6..	g	   	<	   7	  	<	16.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
094.6060061	-77.4443413	006.7011250	-15.9484444	J002648-155654	00 26 48.27	-15 56 54.4	   63	  7	    	   	     	   	6..	g	   	<	   6	  	<	 9.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
101.7968376	-73.0696290	006.7145000	-11.2144722	J002651-111252	00 26 51.48	-11 12 52.1	  100	  5	    	   	     	   	6..	g	   	<	   6	  	<	 6.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
107.1213615	-67.1853356	006.7712500	 -5.0641389	J002705-050350	00 27 05.10	-05 03 50.9	   58	  3	    	   	     	   	6..	g	   	<	   7	  	<	11.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
101.2294571	-74.7462936	007.1325833	-12.8480833	J002831-125053	00 28 31.82	-12 50 53.1	  125	  6	    	   	     	   	6..	g	   	<	   6	  	<	 4.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
108.9266555	-65.9972484	007.1977083	 -3.7432222	J002847-034435	00 28 47.45	-03 44 35.6	   65	  3	    	   	     	   	6..	g	   	<	   6	  	<	 9.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
110.2688395	-63.5474007	007.2542083	 -1.2282500	J002901-011341	00 29 01.01	-01 13 41.7	  207	  9	    	   	     	   	6..	g	   	<	   6	  	<	 2.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
108.9338472	-66.9496106	007.4067083	 -4.6725000	J002937-044021	00 29 37.61	-04 40 21.0	   73	  4	    	   	     	   	6..	g	   	<	   6	  	<	 8.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
111.3749893	-62.3947518	007.5328333	 -0.0020556	J003007-000007	00 30 07.88	-00 00 07.4	   77	  4	    	   	     	   	6..	g	   	<	   6	  	<	 8.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
110.6915201	-64.5726686	007.6326667	 -2.1989444	J003031-021156	00 30 31.84	-02 11 56.2	  297	 13	    	   	     	   	6..	g	   	<	   6	  	<	 2.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
102.2594066	-76.5214594	007.9853333	-14.4385556	J003156-142618	00 31 56.48	-14 26 18.8	  103	  5	    	   	     	   	6..	g	   	<	   6	  	<	 5.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
100.5440403	-77.7165744	008.0313333	-15.6924444	J003207-154132	00 32 07.52	-15 41 32.8	  109	  7	 114	  6	   47	  3	444	p	   	<	   8	  	<	 7.2	   	<	  6	  	<	  5.3	   	<	   6	 	<	 12.8	   	Sp
111.6798296	-64.9957960	008.1238750	 -2.5386944	J003229-023219	00 32 29.73	-02 32 19.3	   52	  3	    	   	     	   	7..	g	   	<	   6	  	<	11.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
009.7276776	-85.4995303	008.1377083	-28.8222222	J003233-284920	00 32 33.05	-28 49 20.0	  122	  8	 165	  9	  162	  8	444	g	   	<	   6	  	<	 4.9	   	 	 11	 2	 	  6.5	 48	<	   6	 	<	  3.7	   	Sp
111.2030411	-66.9457238	008.2795000	 -4.4920833	J003307-042931	00 33 07.08	-04 29 31.5	   40	  2	    	   	     	   	7..	g	   	<	   6	  	<	14.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
110.1764663	-69.9375390	008.4781250	 -7.5010000	J003354-073003	00 33 54.75	-07 30 03.6	   66	  3	    	   	     	   	7..	g	   	<	   6	  	<	 9.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
113.5502143	-63.4707422	008.6835833	 -0.9036667	J003444-005413	00 34 44.06	-00 54 13.2	  101	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
079.4385710	-84.4737575	008.7284583	-23.0595556	J003454-230334	00 34 54.83	-23 03 34.4	  108	  7	 176	  9	  220	 11	444	g	   	<	   6	  	<	 5.5	   	<	  7	  	<	  3.7	   	 	   6	1	 	  2.9	-82	Sp
105.5954590	-76.5869817	008.7695000	-14.2690278	J003504-141608	00 35 04.68	-14 16 08.5	   55	  3	    	   	     	   	7..	g	   	<	   6	  	<	10.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
094.2329346	-82.0143803	008.7866667	-20.0664444	J003508-200359	00 35 08.80	-20 03 59.2	   87	  6	 282	 15	  560	 28	444	g	   	<	   6	  	<	 6.9	   	<	  6	  	<	  2.1	   	<	   6	 	<	  1.1	   	Sp
102.6188135	-78.6881272	008.7877917	-16.4639444	J003509-162750	00 35 09.07	-16 27 50.2	   60	  4	  79	  4	   71	  4	444	g	   	<	   6	  	<	10.0	   	<	  6	  	<	  7.6	   	<	   6	 	<	  8.5	   	Sp
102.9720981	-78.8371092	008.9055000	-16.5831111	J003537-163459	00 35 37.32	-16 34 59.2	   82	  4	 228	  9	  360	 17	444	g	e  	<	   6	  	<	10.1	   	<	  6	  	<	  3.5	   	 	  12	1	 	  3.6	 37	Sp
076.3045793	-85.0455523	008.9290417	-23.6716944	J003542-234018	00 35 42.97	-23 40 18.1	   44	  3	  83	  4	  102	  5	444	g	   	<	   6	  	<	13.8	   	<	  6	  	<	  7.2	   	<	   6	 	<	  5.9	   	Sp
110.8959580	-71.1032544	008.9430417	 -8.5985000	J003546-083554	00 35 46.33	-08 35 54.6	  399	 19	    	   	     	   	7..	g	   	<	   6	  	<	 1.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
107.5581937	-75.4892537	008.9489583	-13.0864444	J003547-130511	00 35 47.75	-13 05 11.2	   60	  3	    	   	     	   	7..	g	   	<	   6	  	<	10.1	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
110.5917444	-72.0452268	009.0289583	 -9.5415556	J003606-093229	00 36 06.95	-09 32 29.6	  138	  7	    	   	     	   	7..	g	   	<	   7	  	<	 5.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
113.8220638	-65.9135446	009.1485000	 -3.3046944	J003635-031816	00 36 35.64	-03 18 16.9	   64	  3	    	   	     	   	7..	g	   	<	   6	  	<	 9.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
114.0577498	-65.2840806	009.1572500	 -2.6678056	J003637-024004	00 36 37.74	-02 40 04.1	   53	  2	    	   	     	   	7..	g	   	<	   6	  	<	11.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
114.7771560	-63.7960346	009.2676667	 -1.1520000	J003704-010907	00 37 04.24	-01 09 07.2	  404	 17	    	   	     	   	7..	g	e  	 	  13	 2	 	 3.7	 45	 	   	  	 	     	   	 	    	 	 	     	   	Sp
091.1636859	-83.7332841	009.3119167	-21.7566389	J003714-214523	00 37 14.86	-21 45 23.9	  158	 10	    	   	     	   	4..	g	   	<	   6	  	<	 3.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
068.0928358	-86.3427891	009.5613333	-24.9838611	J003814-245901	00 38 14.72	-24 59 01.9	 1125	 70	 947	 49	  583	 29	444	g	   	 	  14	 2	 	 1.3	 86	<	  9	  	<	  1.0	   	<	   6	 	<	  1.0	   	Sp
115.3982030	-64.0468990	009.5692083	 -1.3678333	J003816-012204	00 38 16.61	-01 22 04.2	  113	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
115.2295238	-64.8037625	009.5862500	 -2.1280000	J003820-020740	00 38 20.70	-02 07 40.8	  885	 36	    	   	     	   	7..	g	e  	<	   8	  	<	 1.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
114.8266375	-66.1652116	009.5871667	 -3.4996667	J003820-032958	00 38 20.92	-03 29 58.8	   95	  5	    	   	     	   	7..	g	   	<	   6	  	<	 6.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
095.2712647	-83.4993518	009.6248750	-21.3342500	J003829-212003	00 38 29.97	-21 20 03.3	  112	  7	 281	 15	  437	 22	444	g	   	<	   6	  	<	 5.4	   	<	  7	  	<	  2.3	   	<	   6	 	<	  1.4	   	Sp
115.7289398	-63.9849259	009.7061250	 -1.2897222	J003849-011723	00 38 49.47	-01 17 23.0	   52	  3	    	   	     	   	7..	g	   	<	   6	  	<	11.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
115.7355515	-64.0610577	009.7175000	 -1.3650556	J003852-012154	00 38 52.20	-01 21 54.2	   75	  2	    	   	     	   	7..	g	   	<	   6	  	<	 8.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
112.8667372	-72.3431937	009.7765833	 -9.7128611	J003906-094246	00 39 06.38	-09 42 46.3	  157	  8	    	   	     	   	7..	g	   	<	   6	  	<	 3.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
092.0490574	-84.4517669	009.7840417	-22.3336944	J003908-222001	00 39 08.17	-22 20 01.3	   49	  3	    	   	     	   	4..	g	   	<	   6	  	<	12.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
115.5211470	-65.6481455	009.8067500	 -2.9522500	J003913-025708	00 39 13.62	-02 57 08.1	   62	  3	    	   	     	   	7..	g	   	<	   6	  	<	 9.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
103.5400694	-81.3118865	009.8206250	-18.9013889	J003916-185405	00 39 16.95	-18 54 05.0	  105	  7	 151	  8	  182	  9	444	g	   	<	   6	  	<	 5.7	   	 	 10	 1	 	  6.4	-69	 	  13	1	 	  7.1	-63	Sp
112.4006652	-73.8115471	009.8820417	-11.1838056	J003931-111101	00 39 31.69	-11 11 01.7	  186	  9	    	   	     	   	7..	g	   	<	   6	  	<	 3.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
113.2584937	-72.4757008	009.9160833	 -9.8254444	J003939-094931	00 39 39.86	-09 49 31.6	   72	  4	    	   	     	   	7..	g	   	<	   6	  	<	 8.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
111.3099804	-75.6220268	009.9164167	-13.0165833	J003939-130059	00 39 39.94	-13 00 59.7	   68	  3	    	   	     	   	7..	g	   	<	   6	  	<	 8.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
112.1469931	-75.0975447	010.0345417	-12.4629167	J004008-122746	00 40 08.29	-12 27 46.5	  108	  5	    	   	     	   	7..	g	   	<	   6	  	<	 5.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
116.2855649	-65.2500048	010.0793750	 -2.5218611	J004019-023118	00 40 19.05	-02 31 18.7	   96	  5	    	   	     	   	7..	g	   	<	   6	  	<	 6.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
116.7233985	-63.4136684	010.0850417	 -0.6757778	J004020-004032	00 40 20.41	-00 40 32.8	   89	  4	    	   	     	   	7..	g	   	<	   6	  	<	 6.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
101.5871058	-83.1541471	010.2006667	-20.7275278	J004048-204339	00 40 48.16	-20 43 39.1	  103	  7	 215	 11	  333	 17	444	p	   	<	   6	  	<	 5.8	   	<	  6	  	<	  2.8	   	<	   6	 	<	  1.8	   	Sp
116.8370946	-64.5235458	010.2406250	 -1.7758333	J004057-014633	00 40 57.75	-01 46 33.0	  467	 22	    	   	     	   	7..	g	   	 	  13	 1	 	 2.7	 44	 	   	  	 	     	   	 	    	 	 	     	   	Sp
117.1226426	-64.4798198	010.3590417	 -1.7209444	J004126-014315	00 41 26.17	-01 43 15.4	   76	  4	    	   	     	   	7..	g	   	<	   6	  	<	 7.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
116.6088448	-70.6659664	010.7498333	 -7.8978889	J004259-075352	00 42 59.96	-07 53 52.4	  101	  5	    	   	     	   	6..	g	   	<	   6	  	<	 6.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
118.2791820	-65.6529722	010.9407083	 -2.8505833	J004345-025102	00 43 45.77	-02 51 02.1	  116	  5	    	   	     	   	6..	p	   	 	   7	 2	 	 6.3	-79	 	   	  	 	     	   	 	    	 	 	     	   	Sp
103.3356791	-85.8042998	011.3300417	-23.1673889	J004519-231002	00 45 19.21	-23 10 02.6	   61	  7	  81	  4	   88	  5	644	g	   	<	   6	  	<	 9.8	   	<	  6	  	<	  7.4	   	<	   6	 	<	  6.8	   	Sp
106.0317956	-85.4127839	011.4150417	-22.7318611	J004539-224354	00 45 39.61	-22 43 54.7	  114	  7	 120	  6	  118	  6	444	g	   	<	   6	  	<	 5.3	   	<	  6	  	<	  5.0	   	<	   6	 	<	  5.1	   	Sp
059.8092620	-88.6938110	011.5572500	-26.5317500	J004613-263154	00 46 13.74	-26 31 54.3	  119	  8	 228	 12	  239	 12	444	g	   	<	   6	  	<	 5.0	   	<	  8	  	<	  3.4	   	<	   6	 	<	  2.5	   	Sp
097.3651514	-87.9639624	011.8878333	-25.2882500	J004733-251717	00 47 33.08	-25 17 17.7	  608	 29	1411	 34	 2190	 56	444	p	e  	<	   6	  	<	 1.3	   	<	  6	  	<	  1.0	   	<	  11	 	<	  1.0	   	Sp
115.7670010	-85.3890369	012.2374167	-22.5519444	J004856-223307	00 48 56.98	-22 33 07.0	   68	  5	    	   	     	   	4..	p	   	<	   6	  	<	 9.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
121.6399324	-72.9720871	012.4752083	-10.1041944	J004954-100615	00 49 54.05	-10 06 15.1	   97	  5	    	   	     	   	6..	g	   	<	   6	  	<	 6.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
122.2228923	-67.7427645	012.5899583	 -4.8725000	J005021-045221	00 50 21.59	-04 52 21.0	  279	 13	    	   	     	   	6..	g	   	 	  13	 2	 	 4.5	 57	 	   	  	 	     	   	 	    	 	 	     	   	Sp
121.9889735	-74.8917696	012.6082083	-12.0218611	J005025-120118	00 50 25.97	-12 01 18.7	   70	  3	    	   	     	   	6..	p	e  	<	   6	  	<	10.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
116.1766209	-88.5514294	012.6704167	-25.6896111	J005040-254122	00 50 40.90	-25 41 22.6	   83	  5	  65	  6	  120	  6	444	p	   	<	   6	  	<	 7.3	   	<	  7	  	<	 11.1	   	<	   6	 	<	  5.0	   	Sp
122.3226469	-72.3556683	012.6722500	 -9.4848056	J005041-092905	00 50 41.34	-09 29 05.3	  511	 24	    	   	     	   	6..	g	   	 	   9	 3	 	 1.8	 26	 	   	  	 	     	   	 	    	 	 	     	   	Sp
122.7170298	-69.7060679	012.7844167	 -6.8344444	J005108-065004	00 51 08.26	-06 50 04.0	 1281	 62	    	   	     	   	6..	g	   	 	  33	 3	 	 2.6	  1	 	   	  	 	     	   	 	    	 	 	     	   	Sp
123.0584613	-73.9327414	012.8951667	-11.0610278	J005134-110339	00 51 34.84	-11 03 39.7	   91	  5	    	   	     	   	6..	g	   	<	   7	  	<	 7.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
123.1442122	-73.7545657	012.9199583	-10.8829167	J005140-105258	00 51 40.79	-10 52 58.5	  118	  6	    	   	     	   	6..	g	   	<	   7	  	<	 5.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
123.9687842	-79.1576958	013.0626667	-16.2875833	J005215-161715	00 52 15.04	-16 17 15.3	   63	  4	    	   	     	   	4..	p	   	<	   7	  	<	11.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
289.3187830	-88.6584956	013.2185000	-28.4316111	J005252-282553	00 52 52.44	-28 25 53.8	   67	  4	 174	  9	  252	 13	444	p	   	<	   7	  	<	10.4	   	 	 12	 2	 	  6.8	 64	<	   6	 	<	  2.4	   	Sp
124.5301921	-70.3234009	013.4021667	 -7.4583889	J005336-072730	00 53 36.52	-07 27 30.2	   81	  4	    	   	     	   	6..	g	   	<	   6	  	<	 7.4	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
124.6197708	-66.4285787	013.5356667	 -3.5656944	J005408-033356	00 54 08.56	-03 33 56.5	  119	  6	    	   	     	   	6..	g	   	<	   7	  	<	 6.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
128.7137265	-82.7203816	013.6372500	-19.8835833	J005432-195300	00 54 32.94	-19 53 00.9	  160	 10	 231	 12	  250	 13	444	g	   	<	   6	  	<	 3.8	   	<	  6	  	<	  2.6	   	<	   6	 	<	  2.4	   	Sp
125.1699537	-67.4747161	013.7194583	 -4.6179167	J005452-043704	00 54 52.67	-04 37 04.5	   49	  3	    	   	     	   	6..	g	   	<	   7	  	<	14.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
126.5157092	-75.1448619	013.7992917	-12.2992778	J005511-121757	00 55 11.83	-12 17 57.4	  221	 11	    	   	     	   	6..	g	   	 	   9	 2	 	 3.8	 44	 	   	  	 	     	   	 	    	 	 	     	   	Sp
133.1565329	-84.5958785	013.8912083	-21.8062500	J005533-214822	00 55 33.89	-21 48 22.5	   47	  3	    	   	     	   	4..	g	   	<	   6	  	<	12.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
126.9368397	-72.4422915	014.0839167	 -9.6086389	J005620-093631	00 56 20.14	-09 36 31.1	   78	  4	    	   	     	   	6..	g	   	<	   7	  	<	 8.8	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
134.4545009	-84.0426263	014.1344167	-21.2853056	J005632-211707	00 56 32.26	-21 17 07.1	   91	  6	 112	  6	  110	  6	444	g	   	<	   6	  	<	 6.6	   	<	  6	  	<	  5.6	   	<	   6	 	<	  5.4	   	Sp
126.1813449	-63.2441729	014.3217500	 -0.4093333	J005717-002433	00 57 17.22	-00 24 33.6	  208	 10	    	   	     	   	7..	g	   	<	   6	  	<	 2.9	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
138.4659491	-84.9031485	014.3320833	-22.2100278	J005719-221236	00 57 19.70	-22 12 36.1	   74	  5	  88	  5	   61	  4	444	g	   	<	   6	  	<	 8.1	   	<	  6	  	<	  6.8	   	<	   6	 	<	  9.8	   	Sp
126.4641536	-64.2207181	014.3953333	 -1.3911111	J005734-012328	00 57 34.88	-01 23 28.0	   55	  2	    	   	     	   	6..	g	   	<	   6	  	<	11.5	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
128.1289885	-72.7149426	014.4250833	 -9.9064167	J005742-095423	00 57 42.02	-09 54 23.1	   69	  4	    	   	     	   	6..	g	   	<	   6	  	<	 8.7	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
127.4431373	-68.4781790	014.5210833	 -5.6646667	J005805-053952	00 58 05.06	-05 39 52.8	  669	 31	    	   	     	   	6..	g	   	 	  14	 2	 	 2.1	 85	 	   	  	 	     	   	 	    	 	 	     	   	Sp
135.5883588	-80.4717488	015.0427500	-17.8153056	J010010-174855	01 00 10.26	-17 48 55.1	   84	  6	    	   	     	   	4..	p	   	<	   8	  	<	 9.6	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
244.6773266	-87.3041621	015.4686250	-28.5224722	J010152-283120	01 01 52.47	-28 31 20.9	  108	  7	 235	 12	  423	 21	444	p	   	<	   6	  	<	 5.6	   	<	  6	  	<	  2.6	   	<	   6	 	<	  1.4	   	Sp
132.7759861	-74.1748554	015.5866667	-11.5119722	J010220-113043	01 02 20.80	-11 30 43.1	   58	  3	    	   	     	   	7..	g	   	<	   6	  	<	10.3	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
205.7754683	-87.4127256	015.7351667	-26.7766667	J010256-264636	01 02 56.44	-26 46 36.0	  186	 12	    	   	     	   	4..	g	   	<	   6	  	<	 3.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
135.3347261	-75.1482168	016.0932083	-12.5888333	J010422-123519	01 04 22.37	-12 35 19.8	  152	  7	    	   	     	   	6..	p	e  	<	   8	  	<	 6.2	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
135.3159844	-74.4816227	016.2216250	-11.9341389	J010453-115602	01 04 53.19	-11 56 02.9	   86	  5	    	   	     	   	6..	g	   	<	   6	  	<	 7.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
170.5690786	-85.8247827	016.2427083	-24.2746944	J010458-241628	01 04 58.25	-24 16 28.9	  396	 25	 514	 27	  540	 27	444	g	   	<	   6	  	<	 1.5	   	<	  6	  	<	  1.2	   	 	   6	2	 	  1.2	 -2	Sp
144.1142831	-80.7697383	016.3630417	-18.4796944	J010527-182846	01 05 27.13	-18 28 46.9	   45	  3	    	   	     	   	4..	p	   	<	  13	  	<	28.0	   	 	   	  	 	     	   	 	    	 	 	     	   	Sp
